Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area,Weeks Avg
2014,Call of Duty: Advanced Warfare,PS3,9,1516783,1516783,Europe,168531.4444
2014,FIFA 15,PS3,15,2510765,2510765,Europe,167384.3333
2010,Donkey Kong Country Returns,Wii,5,828178,828178,Europe,165635.6
2013,FIFA 14,X360,15,2475368,2475368,Europe,165024.5333
2017,Gran Turismo Sport,PS4,11,1783358,1783358,Europe,162123.4545
2015,Just Cause 3,PS4,5,804115,804115,Europe,160823
2017,Assassin's Creed Origins,PS4,10,1604956,1604956,Europe,160495.6
2010,Assassin's Creed: Brotherhood,PS3,7,1119346,1119346,Europe,159906.5714
2009,Assassin's Creed II,PS3,7,1103670,1103669,Europe,157667
2011,Super Mario 3D Land,3DS,7,1095370,1095370,Europe,156481.4286
2018,Battlefield V,PS4,6,925870,925870,Europe,154311.6667
2011,FIFA 12,X360,14,1784971,2143929,Europe,153137.7857
2018,Spyro Reignited Trilogy,PS4,7,1069480,1069480,Europe,152782.8571
2011,Assassin's Creed: Revelations,X360,7,1057256,1057256,Europe,151036.5714
2011,Uncharted 3: Drake's Deception,PS3,9,1355163,1355163,Europe,150573.6667
2016,FIFA 17,XOne,14,2107210,2107210,Europe,150515
2012,Far Cry 3,PS3,5,748443,748443,Europe,149688.6
2018,Red Dead Redemption 2,XOne,10,1471966,1471966,Europe,147196.6
2013,FIFA 14,PS4,6,876491,876491,Europe,146081.8333
2015,Star Wars Battlefront (2015),XOne,7,1018545,1018545,Europe,145506.4286
2011,Battlefield 3,X360,10,1449630,1449630,Europe,144963
2011,The Elder Scrolls V: Skyrim,PS3,8,1158289,1158289,Europe,144786.125
2012,Far Cry 3,X360,5,717831,717831,Europe,143566.2
2015,Assassin's Creed Syndicate,PS4,11,1562048,1562048,Europe,142004.3636
2009,Assassin's Creed II,X360,7,990707,990706,Europe,141529.4286
2009,FIFA Soccer 10,PS3,14,1977597,1977598,Europe,141257
2007,Super Mario Galaxy,Wii,7,987997,987997,Europe,141142.4286
2011,Mario andamp;amp; Sonic at the London 2012 Olympic Games,Wii,7,987638,987638,Europe,141091.1429
2015,Fallout 4,XOne,8,1083816,1083816,Europe,135477
2010,Just Dance 2,Wii,12,1607632,1607632,Europe,133969.3333
2014,Grand Theft Auto V,XOne,7,933039,933039,Europe,133291.2857
2015,Need for Speed (2015),PS4,9,1194318,1194318,Europe,132702
2008,Call of Duty: World at War,X360,8,1059992,1059994,Europe,132499.25
2008,Gears of War 2,X360,9,1187277,1187277,Europe,131919.6667
2018,FIFA 18,PS4,66,1118878,8641831,Europe,130936.8333
2012,Assassin's Creed III,X360,9,1172532,1172532,Europe,130281.3333
2010,Assassin's Creed: Brotherhood,X360,7,893639,893639,Europe,127662.7143
2010,FIFA Soccer 11,X360,14,1786590,1786590,Europe,127613.5714
2015,Rainbow Six: Siege,PS4,5,637877,637877,Europe,127575.4
2014,Call of Duty: Advanced Warfare,XOne,9,1147202,1147202,Europe,127466.8889
2008,Wii Fit,Wii,37,4709296,4709293,Europe,127278.1892
2018,Super Mario Party,NS,13,1638991,1638991,Europe,126076.2308
2008,Mario Kart Wii,Wii,39,4875765,4875767,Europe,125019.6667
2009,Wii Sports,Wii,161,6773140,20011195,Europe,124293.1366
2014,Grand Theft Auto V,PS3,68,923279,8441998,Europe,124147.0294
2010,Wii Party,Wii,13,1590516,1590516,Europe,122347.3846
2008,Wii Sports,Wii,109,8072913,13238052,Europe,121450.0183
2011,The Legend of Zelda: Skyward Sword,Wii,7,847218,847218,Europe,121031.1429
2010,Wii Sports,Wii,213,5723751,25734945,Europe,120821.338
2017,FIFA 17,PS4,66,884206,7915687,Europe,119934.6515
2017,FIFA 18,XOne,14,1670188,1670188,Europe,119299.1429
2014,The Crew,PS4,5,592969,592969,Europe,118593.8
2015,FIFA 16,XOne,15,1766572,1766572,Europe,117771.4667
2016,Call of Duty: Infinite Warfare,XOne,9,1059582,1059582,Europe,117731.3333
2007,Call of Duty 4: Modern Warfare,X360,8,938300,938302,Europe,117287.75
2013,Assassin's Creed IV: Black Flag,PS3,10,1166861,1166861,Europe,116686.1
2012,Hitman: Absolution,PS3,6,696879,696879,Europe,116146.5
2012,Just Dance 4,Wii,13,1509891,1509891,Europe,116145.4615
2007,Pokemon Diamond / Pearl Version,DS,23,2671343,2671342,Europe,116145.3043
2011,The Elder Scrolls V: Skyrim,PC,8,915670,915670,Europe,114458.75
2018,"Pokemon: Let's Go, Eevee!",NS,7,800029,800029,Europe,114289.8571
2008,Call of Duty: World at War,PS3,8,906318,906318,Europe,113289.75
2014,FIFA 15,X360,15,1689343,1689343,Europe,112622.8667
2010,Wii Sports Resort,Wii,76,3732718,8475036,Europe,111513.6316
2010,Need for Speed: Hot Pursuit,PS3,7,770945,770945,Europe,110135
2015,FIFA 16,PS3,15,1647745,1647745,Europe,109849.6667
2007,Assassin's Creed,PS3,7,764865,764866,Europe,109266.5714
2007,Assassin's Creed,X360,7,764551,764550,Europe,109221.4286
2013,Killzone: Shadow Fall,PS4,6,652066,652066,Europe,108677.6667
2011,Saints Row: The Third,X360,7,759164,759164,Europe,108452
2018,FIFA 19,XOne,14,1503862,1503862,Europe,107418.7143
2018,Assassin's Creed Odyssey,PS4,13,1395345,1395345,Europe,107334.2308
2011,Wii Sports,Wii,265,515259,27741598,Europe,104685.2755
2014,Call of Duty: Advanced Warfare,X360,9,933563,933563,Europe,103729.2222
2016,Super Mario Maker,3DS,5,516425,516425,Europe,103285
2007,Halo 3,X360,14,1444548,1444546,Europe,103181.8571
2016,Mafia III,PS4,13,1340218,1340218,Europe,103093.6923
2010,Professor Layton and the Unwound Future,DS,11,1124638,1124638,Europe,102239.8182
2018,Call of Duty: WWII,PS4,61,815656,6210046,Europe,101804.0328
2009,FIFA Soccer 10,X360,14,1425066,1425065,Europe,101790.3571
2010,Wii Fit Plus,Wii,62,3398030,6227019,Europe,100435.7903
2015,Uncharted: The Nathan Drake Collection,PS4,13,1304236,1304236,Europe,100325.8462
2009,Mario & Sonic at the Olympic Winter Games,Wii,12,1195180,1195179,Europe,99598.25
2009,The Legend of Zelda: Spirit Tracks,DS,4,398080,398080,Europe,99520
2012,Hitman: Absolution,X360,6,594251,594251,Europe,99041.83333
2014,Super Smash Bros. for Wii U,WiiU,6,591478,591478,Europe,98579.66667
2016,The Last Guardian,PS4,4,391719,391719,Europe,97929.75
2017,Need for Speed: Payback,PS4,8,777369,777369,Europe,97171.125
2013,Call of Duty: Ghosts,PS4,6,577122,577122,Europe,96187
2015,Halo 5: Guardians,XOne,10,960585,960585,Europe,96058.5
2016,Call of Duty: Black Ops 3,PS4,61,1339608,5828664,Europe,95551.86885
2016,Battlefield 1,XOne,11,1039515,1039515,Europe,94501.36364
2016,Uncharted (PS4),PS4,34,3206936,3206936,Europe,94321.64706
2018,Call of Duty: Black Ops IIII,XOne,12,1120763,1120763,Europe,93396.91667
2009,Pro Evolution Soccer 2010,PS3,11,1024102,1024104,Europe,93100.36364
2011,Need for Speed: The Run,PS3,7,646270,646270,Europe,92324.28571
2007,Wii Sports,Wii,56,4530522,5165135,Europe,92234.55357
2018,Farming Simulator 19,PC,6,550401,550401,Europe,91733.5
2014,Destiny,PS4,17,1554378,1554378,Europe,91434
2008,Worldwide Soccer Manager 2009,PC,8,730092,730091,Europe,91261.375
2010,Michael Jackson: The Experience,Wii,6,545939,545939,Europe,90989.83333
2010,Need for Speed: Hot Pursuit,X360,7,631268,631268,Europe,90181.14286
2014,Assassin's Creed: Unity,XOne,8,720404,720404,Europe,90050.5
2009,Wii Fit,Wii,89,3259865,7969161,Europe,89541.13483
2012,Wii Sports,Wii,317,568827,28334049,Europe,89381.85804
2007,The Legend of Zelda: Phantom Hourglass,DS,11,982037,982036,Europe,89276
2012,Need for Speed: Most Wanted,PS3,9,791533,791533,Europe,87948.11111
2008,World of Warcraft: Wrath of the Lich King,PC,8,696910,696910,Europe,87113.75
2011,Batman: Arkham City,PS3,11,954096,954096,Europe,86736
2010,New Super Mario Bros. Wii,Wii,59,2820930,5112369,Europe,86650.32203
2013,Assassin's Creed IV: Black Flag,PS4,6,519390,519390,Europe,86565
2015,Call of Duty: Black Ops 3,PS3,9,774951,774951,Europe,86105.66667
2012,Call of Duty: Modern Warfare 3,PS3,60,875923,5163344,Europe,86055.73333
2013,Battlefield 4,PS3,10,859134,859134,Europe,85913.4
2016,FIFA 16,PS4,67,945056,5742885,Europe,85714.70149
2009,Uncharted 2: Among Thieves,PS3,12,1026805,1026804,Europe,85567
2007,Call of Duty 4: Modern Warfare,PS3,8,683809,683810,Europe,85476.25
2009,Mario Kart Wii,Wii,91,2898616,7774381,Europe,85432.75824
2007,Brain Age 2: More Training in Minutes a Day,DS,27,2298338,2298338,Europe,85123.62963
2016,The Elder Scrolls V: Skyrim,PS4,10,848659,848659,Europe,84865.9
2011,Gears of War 3,X360,15,944563,1270469,Europe,84697.93333
2013,Call of Duty: Black Ops II,PS3,60,968215,5054465,Europe,84241.08333
2011,Forza Motorsport 4,X360,12,1009164,1009164,Europe,84097
2010,Halo: Reach,X360,16,1336752,1336752,Europe,83547
2007,Flash Focus: Vision Training in Minutes a Day,DS,6,500268,500268,Europe,83378
2013,Battlefield 4,PS4,6,499682,499682,Europe,83280.33333
2010,Kinect Sports,X360,8,666051,666051,Europe,83256.375
2017,PlayerUnknown's Battlegrounds,XOne,3,248909,248909,Europe,82969.66667
2008,PES 2009: Pro Evolution Soccer,PS3,12,994367,994367,Europe,82863.91667
2015,Grand Theft Auto V,PS4,59,2281513,4854539,Europe,82280.32203
2008,FIFA Soccer 09,PS3,14,1150489,1150489,Europe,82177.78571
2007,Uncharted: Drake's Fortune,PS3,4,325422,325423,Europe,81355.75
2009,Forza Motorsport 3,X360,11,891880,891880,Europe,81080
2009,Professor Layton and the Diabolical Box,DS,15,1215169,1215167,Europe,81011.13333
2011,Battlefield 3,PC,10,808787,808787,Europe,80878.7
2008,Wii Music,Wii,8,646986,646985,Europe,80873.125
2017,Crash Bandicoot N. Sane Trilogy,PS4,27,2179155,2179155,Europe,80709.44444
2012,Pokemon Black Version 2,DS,12,968213,968213,Europe,80684.41667
2011,Wii Sports Resort,Wii,128,524528,10244251,Europe,80033.21094
2013,Assassin's Creed IV: Black Flag,X360,10,795462,795462,Europe,79546.2
2008,LittleBigPlanet,PS3,9,714656,714656,Europe,79406.22222
2009,Mario & Sonic at the Olympic Winter Games,DS,12,951263,951262,Europe,79271.83333
2011,Saints Row: The Third,PS3,7,545007,545007,Europe,77858.14286
2014,FIFA 15,XOne,15,1164974,1164974,Europe,77664.93333
2013,Wii Sports,Wii,370,310104,28644153,Europe,77416.62973
2010,Super Mario All-Stars: Limited Edition,Wii,5,386536,386536,Europe,77307.2
2010,pro evolution soccer 2011,PS3,13,1002607,1002607,Europe,77123.61538
2014,LittleBigPlanet 3,PS4,6,457726,457726,Europe,76287.66667
2011,Call of Duty: Modern Warfare 3,PC,8,610232,610232,Europe,76279
2016,Dishonored 2,PS4,8,608750,608750,Europe,76093.75
2011,Anno 2070,PC,7,525184,525184,Europe,75026.28571
2007,Need for Speed: ProStreet,PS3,6,447192,447191,Europe,74531.83333
2015,Grand Theft Auto V,PS3,120,471739,8918040,Europe,74317
2014,Halo: The Master Chief Collection,XOne,8,593543,593543,Europe,74192.875
2014,Dragon Age: Inquisition,PS4,7,517841,517841,Europe,73977.28571
2017,Pokemon Sun/Moon,3DS,58,1019736,4284752,Europe,73875.03448
2016,Forza Horizon 3,XOne,14,1031443,1031443,Europe,73674.5
2008,Need for Speed: Undercover,PS3,7,513233,513233,Europe,73319
2017,Assassin's Creed Origins,XOne,10,732132,732132,Europe,73213.2
2018,Forza Horizon 4,XOne,13,945995,945995,Europe,72768.84615
2013,FIFA 13,PS3,67,988674,4832345,Europe,72124.55224
2013,Just Dance 2014,Wii,14,1009094,1009094,Europe,72078.14286
2014,Grand Theft Auto V,X360,68,566185,4873295,Europe,71666.10294
2016,Steep,PS4,5,358044,358044,Europe,71608.8
2010,Fable III,X360,10,709849,709849,Europe,70984.9
2017,Destiny 2,PS4,17,1206114,1206114,Europe,70947.88235
2018,Fallout 76,PS4,7,494720,494720,Europe,70674.28571
2016,Farming Simulator 17,PC,10,700797,700797,Europe,70079.7
2008,Need for Speed: Undercover,X360,7,483431,483430,Europe,69061.42857
2008,FIFA Soccer 09,X360,14,963729,963729,Europe,68837.78571
2010,Mario Kart Wii,Wii,143,2030067,9804448,Europe,68562.57343
2011,Batman: Arkham City,X360,11,748942,748942,Europe,68085.63636
2012,Wii Fit Plus,Wii,166,393061,11243061,Europe,67729.28313
2016,Rise of the Tomb Raider,PS4,12,803480,803480,Europe,66956.66667
2010,Football Manager 2011,PC,9,600518,600518,Europe,66724.22222
2014,Far Cry 4,PS3,7,466001,466001,Europe,66571.57143
2014,Far Cry 4,XOne,7,463978,463978,Europe,66282.57143
2018,Just Cause 4,PS4,4,264544,264544,Europe,66136
2014,DriveClub,PS4,13,857334,857334,Europe,65948.76923
2009,Left 4 Dead 2,X360,7,461429,461428,Europe,65918.28571
2011,Wii Fit Plus,Wii,114,394414,7495706,Europe,65751.80702
2015,Metal Gear Solid V: The Phantom Pain,PS4,18,1182523,1182523,Europe,65695.72222
2013,Call of Duty: Black Ops II,X360,60,633899,3940993,Europe,65683.21667
2012,Call of Duty: Modern Warfare 3,X360,60,561942,3920477,Europe,65341.28333
2011,Football Manager 2012,PC,11,716208,716208,Europe,65109.81818
2011,Pro Evolution Soccer 2012,PS3,12,498519,780836,Europe,65069.66667
2007,Mario Party DS,DS,6,388743,388742,Europe,64790.33333
2013,Battlefield 4,X360,10,645832,645832,Europe,64583.2
2009,Halo 3: ODST,X360,15,968431,968432,Europe,64562.13333
2008,Fable II,X360,11,709776,709777,Europe,64525.18182
2007,Nintendogs,DS,117,2799944,7540228,Europe,64446.39316
2015,FIFA 15,PS4,67,860437,4255032,Europe,63507.9403
2017,Star Wars Battlefront II (2017),XOne,7,443537,443537,Europe,63362.42857
2008,Grand Theft Auto IV,PS3,36,2243348,2243347,Europe,62315.19444
2011,Moshi Monsters: Moshling Zoo,DS,8,497234,497234,Europe,62154.25
2009,Need for Speed: Shift,PS3,16,992858,992857,Europe,62053.5625
2007,Worldwide Soccer Manager 2008,PC,11,682589,682589,Europe,62053.54545
2013,The Legend of Zelda: A Link Between Worlds,3DS,7,434225,434225,Europe,62032.14286
2014,FIFA 14,PS3,67,694879,4149415,Europe,61931.56716
2016,Grand Theft Auto V,PS4,111,2124310,6839864,Europe,61620.3964
2011,Gran Turismo 5,PS3,58,400758,3570726,Europe,61564.24138
2012,FIFA 12,PS3,66,894079,4063138,Europe,61562.69697
2015,Fallout 4,PC,8,489719,489719,Europe,61214.875
2015,Rise of the Tomb Raider,XOne,8,488010,488010,Europe,61001.25
2014,Middle-Earth: Shadow of Mordor,PS4,14,847874,847874,Europe,60562.42857
2018,Super Mario Odyssey,NS,62,1592019,3753636,Europe,60542.51613
2017,Mario Kart 8 Deluxe,NS,36,2178164,2178164,Europe,60504.55556
2013,FIFA 14,XOne,7,423521,423521,Europe,60503
2014,Super Smash Bros. for Nintendo 3DS,3DS,14,846065,846065,Europe,60433.21429
2012,New Super Mario Bros. 2,3DS,20,1196725,1196725,Europe,59836.25
2017,Call of Duty: Infinite Warfare,PS4,61,973816,3641469,Europe,59696.21311
2012,Nintendo Land,WiiU,5,297869,297869,Europe,59573.8
2010,Fallout: New Vegas,X360,11,654067,654067,Europe,59460.63636
2007,Pro Evolution Soccer 2008,PS3,10,594574,594572,Europe,59457.2
2008,Rayman Raving Rabbids: TV Party,Wii,8,472818,472818,Europe,59102.25
2011,Mario Kart Wii,Wii,195,845067,11515250,Europe,59052.5641
2018,Battlefield V,XOne,6,353925,353925,Europe,58987.5
2018,God of War (PS4),PS4,37,2174316,2174316,Europe,58765.2973
2014,Just Dance 2015,Wii,11,646081,646081,Europe,58734.63636
2015,Animal Crossing: Happy Home Designer,3DS,14,820745,820745,Europe,58624.64286
2016,Watch Dogs 2,XOne,7,409831,409831,Europe,58547.28571
2016,FIFA 17,PS3,14,816983,816983,Europe,58355.92857
2010,Medal of Honor,PS3,12,698777,698777,Europe,58231.41667
2008,Wii Play,Wii,109,4184156,6330332,Europe,58076.44037
2011,Halo: Combat Evolved Anniversary,X360,7,405252,405252,Europe,57893.14286
2015,Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,7,401066,401066,Europe,57295.14286
2015,Just Cause 3,XOne,5,286426,286426,Europe,57285.2
2017,Battlefield 1,PS4,63,586874,3598144,Europe,57113.39683
2014,Call of Duty: Ghosts,PS3,61,742269,3469348,Europe,56874.55738
2008,Nintendogs,DS,170,2113845,9654075,Europe,56788.67647
2011,Pokémon Black and White,DS,44,250518,2498354,Europe,56780.77273
2017,Uncharted: The Lost Legacy,PS4,19,1076457,1076457,Europe,56655.63158
2018,Mario Kart 8 Deluxe,NS,88,2802037,4980201,Europe,56593.19318
2011,Need for Speed: The Run,X360,7,394737,394737,Europe,56391
2011,Kinect Adventures!,X360,60,838715,3380659,Europe,56344.31667
2012,Call of Duty: Black Ops II,PC,7,391556,391556,Europe,55936.57143
2016,Gears of War 4,XOne,12,670280,670280,Europe,55856.66667
2013,Super Mario 3D World,WiiU,6,333990,333990,Europe,55665
2015,Call of Duty: Advanced Warfare,PS4,61,786067,3372902,Europe,55293.47541
2010,Disney Epic Mickey,Wii,6,331163,331163,Europe,55193.83333
2010,Call of Duty: Black Ops,PC,8,439900,439900,Europe,54987.5
2008,Grand Theft Auto IV,X360,36,1976997,1976999,Europe,54916.63889
2009,Grand Theft Auto: Episodes from Liberty City,X360,10,547139,547139,Europe,54713.9
2010,Pokemon Heart Gold / Soul Silver Version,DS,41,2239352,2239352,Europe,54618.34146
2014,Assassin's Creed: Rogue,PS3,8,431382,431382,Europe,53922.75
2009,Just Dance,Wii,6,322124,322123,Europe,53687.16667
2013,The Last of Us,PS3,30,1604919,1604919,Europe,53497.3
2007,Need for Speed: ProStreet,X360,6,320980,320980,Europe,53496.66667
2008,Guitar Hero: World Tour,Wii,9,480745,480744,Europe,53416
2007,Pro Evolution Soccer 2008,X360,10,533940,533939,Europe,53393.9
2012,Football Manager 2013,PC,10,532439,532439,Europe,53243.9
2015,FIFA 16,X360,15,797612,797612,Europe,53174.13333
2017,Middle-Earth: Shadow of War,PS4,12,638002,638002,Europe,53166.83333
2011,New Super Mario Bros. Wii,Wii,111,376054,5883058,Europe,53000.52252
2009,Tekken 6,PS3,10,529373,529373,Europe,52937.3
2008,Professor Layton and the Curious Village,DS,9,475815,475814,Europe,52868.22222
2008,Brain Age 2: More Training in Minutes a Day,DS,80,1914915,4213255,Europe,52665.6875
2009,Wii Play,Wii,161,2135405,8465739,Europe,52582.22981
2017,The Sims 4,PS4,7,367783,367783,Europe,52540.42857
2017,Grand Theft Auto V,PS4,163,1771657,8519517,Europe,52266.97546
2008,Mario & Sonic at the Olympic Games,Wii,59,2054807,3078346,Europe,52175.35593
2017,Xenoblade Chronicles 2,NS,5,260348,260348,Europe,52069.6
2007,MySims,DS,15,777825,777826,Europe,51855.06667
2016,Star Wars Battlefront (2015),PS4,59,812053,3055436,Europe,51787.05085
2010,Super Mario Galaxy 2,Wii,30,1550898,1550898,Europe,51696.6
2008,Brain Age: Train Your Brain in Minutes a Day,DS,135,2798693,6954851,Europe,51517.41481
2015,The Witcher 3: Wild Hunt,PS4,33,1696315,1696315,Europe,51403.48485
2016,Fallout 4,PS4,60,742835,3082311,Europe,51371.85
2007,Smarty Pants,Wii,6,306848,306848,Europe,51141.33333
2018,Shadow of the Tomb Raider,PS4,16,816095,816095,Europe,51005.9375
2008,Fallout 3,X360,10,507832,507832,Europe,50783.2
2007,Brain Age: Train Your Brain in Minutes a Day,DS,82,2613603,4156160,Europe,50684.87805
2013,FIFA 13,X360,67,673557,3395310,Europe,50676.26866
2010,Call of Duty: Modern Warfare 2,X360,60,778430,3040155,Europe,50669.25
2014,Farming Simulator 2015,PC,10,504029,504029,Europe,50402.9
2010,Call of Duty: Modern Warfare 2,PS3,60,809428,3023267,Europe,50387.78333
2008,Pokemon Diamond / Pearl Version,DS,76,1119808,3791153,Europe,49883.59211
2014,Pokemon X/Y,3DS,65,988153,3223235,Europe,49588.23077
2007,Call of Duty 4: Modern Warfare,PC,8,395823,395823,Europe,49477.875
2013,Need for Speed Rivals,PS3,7,345420,345420,Europe,49345.71429
2010,Fallout: New Vegas,PS3,11,540788,540788,Europe,49162.54545
2007,Imagine: Fashion Designer,DS,8,392357,392357,Europe,49044.625
2015,Batman: Arkham Knight,PS4,28,1371257,1371257,Europe,48973.46429
2012,Mario Kart Wii,Wii,247,638254,12078843,Europe,48902.19838
2014,Call of Duty: Black Ops II,PS3,112,405952,5465887,Europe,48802.5625
2014,The Evil Within,PS4,12,581783,581783,Europe,48481.91667
2014,WWE 2K15,PS4,7,339134,339134,Europe,48447.71429
2012,Resident Evil 6,PS3,13,627727,627727,Europe,48286.69231
2013,Call of Duty: Modern Warfare 3,PS3,113,278737,5442081,Europe,48160.00885
2015,Pokemon Omega Ruby and Alpha Sapphire,3DS,58,1042882,2785145,Europe,48019.74138
2010,Medal of Honor,X360,12,574932,574932,Europe,47911
2013,LEGO Marvel Super Heroes,X360,8,379458,379458,Europe,47432.25
2008,PES 2009: Pro Evolution Soccer,X360,12,566854,566856,Europe,47238
2009,Call of Duty: Modern Warfare 2,PC,8,377279,377279,Europe,47159.875
2007,Mass Effect,X360,6,281145,281146,Europe,46857.66667
2009,Nintendogs,DS,222,719692,10373768,Europe,46728.68468
2011,The Sims 3 (Mobile Versions),PC,11,513895,513895,Europe,46717.72727
2007,FIFA Soccer 08,PS3,14,650396,650397,Europe,46456.92857
2013,Need for Speed Rivals,PS4,6,278477,278477,Europe,46412.83333
2011,Skylanders: Spyro's Adventure,Wii,12,556659,556659,Europe,46388.25
2009,Cooking Mama 3: Shop & Chop,DS,8,369253,369254,Europe,46156.75
2015,WWE 2K16,PS4,10,461304,461304,Europe,46130.4
2012,Just Dance 3,Wii,64,669801,2931703,Europe,45807.85938
2013,Call of Duty: Ghosts,XOne,7,320239,320239,Europe,45748.42857
2008,Super Smash Bros. Brawl,Wii,28,1277348,1277350,Europe,45619.64286
2014,Watch Dogs,PS4,32,1456148,1456148,Europe,45504.625
2007,LEGO Star Wars: The Complete Saga,DS,7,318116,318116,Europe,45445.14286
2017,Horizon: Zero Dawn,PS4,44,1998512,1998512,Europe,45420.72727
2018,Grand Theft Auto V,PS4,215,1191004,9710521,Europe,45165.21395
2009,Rabbids Go Home,Wii,9,406485,406486,Europe,45165.11111
2012,Need for Speed: Most Wanted,X360,9,405407,405407,Europe,45045.22222
2014,Minecraft: PlayStation 4 Edition,PS4,14,629619,629619,Europe,44972.78571
2009,F1 2009,Wii,7,314638,314637,Europe,44948.14286
2016,Just Dance 2017,Wii,10,449469,449469,Europe,44946.9
2013,Batman: Arkham Origins,PS3,11,493729,493729,Europe,44884.45455
2009,Brain Age: Train Your Brain in Minutes a Day,DS,187,1434876,8389728,Europe,44864.85561
2014,The Last of Us Remastered,PS4,23,1029233,1029233,Europe,44749.26087
2015,FIFA 15,PS3,67,452687,2995118,Europe,44703.25373
2012,Forza Horizon,X360,10,445972,445972,Europe,44597.2
2015,Star Wars Battlefront (2015),PC,7,311678,311678,Europe,44525.42857
2012,Skylanders Giants,Wii,11,487436,487436,Europe,44312.36364
2016,Titanfall 2,PS4,10,442812,442812,Europe,44281.2
2008,High School Musical 3: Senior Year,DS,10,440481,440481,Europe,44048.1
2011,Wii Party,Wii,65,570498,2861180,Europe,44018.15385
2018,Farming Simulator 19,PS4,6,263595,263595,Europe,43932.5
2013,Forza Motorsport 5,XOne,7,306869,306869,Europe,43838.42857
2017,Wolfenstein II: The New Colossus,PS4,10,437196,437196,Europe,43719.6
2013,Knack,PS4,6,260355,260355,Europe,43392.5
2018,Far Cry 5,PS4,40,1733837,1733837,Europe,43345.925
2017,Uncharted (PS4),PS4,86,497923,3704859,Europe,43079.75581
2015,Assassin's Creed Syndicate,XOne,11,473187,473187,Europe,43017
2017,WWE 2K18,PS4,11,471076,471076,Europe,42825.09091
2011,Zumba Fitness,Wii,40,871648,1710752,Europe,42768.8
2009,Pokemon Platinum Version,DS,33,1405063,1405062,Europe,42577.63636
2014,FIFA 14,X360,67,375535,2850903,Europe,42550.79104
2008,Far Cry 2,X360,11,467610,467610,Europe,42510
2008,Fallout 3,PS3,10,424345,424344,Europe,42434.4
2016,Tom Clancy's The Division,PS4,43,1823862,1823862,Europe,42415.39535
2010,Wii Play,Wii,213,549327,9015065,Europe,42324.24883
2015,Super Mario Maker,WiiU,17,718607,718607,Europe,42271
2016,WWE 2K17,PS4,12,504065,504065,Europe,42005.41667
2010,GoldenEye 007,Wii,9,377995,377995,Europe,41999.44444
2008,Metal Gear Solid 4: Guns of the Patriots,PS3,30,1257830,1257831,Europe,41927.7
2011,WWE '12,PS3,6,248447,248447,Europe,41407.83333
2007,High School Musical: Makin' the Cut!,DS,11,453629,453627,Europe,41238.81818
2013,Mario Kart Wii,Wii,300,262812,12341655,Europe,41138.85
2007,Crysis,PC,7,287702,287702,Europe,41100.28571
2011,Zumba Fitness 2,Wii,6,246014,246014,Europe,41002.33333
2017,Forza Motorsport 7,XOne,13,532434,532434,Europe,40956.46154
2013,LEGO Marvel Super Heroes,PS3,8,326888,326888,Europe,40861
2010,Just Dance,Wii,58,2046439,2368562,Europe,40837.27586
2014,Minecraft: PlayStation 3 Edition,PS3,34,1388302,1388302,Europe,40832.41176
2011,Just Dance 2,Wii,64,265435,2609570,Europe,40774.53125
2014,The Sims 4,PC,18,730977,730977,Europe,40609.83333
2011,Just Dance Kids,Wii,9,169835,364763,Europe,40529.22222
2011,Kinect Sports: Season Two,X360,10,404189,404189,Europe,40418.9
2014,Tomodachi Life,3DS,31,1252915,1252915,Europe,40416.6129
2011,WWE '12,X360,6,241912,241912,Europe,40318.66667
2012,FIFA Soccer 12,X360,66,571959,2660532,Europe,40311.09091
2017,The Legend of Zelda: Breath of the Wild,NS,44,1769452,1769452,Europe,40214.81818
2012,Borderlands 2,X360,15,602716,602716,Europe,40181.06667
2016,No Man's Sky,PS4,21,842129,842129,Europe,40101.38095
2014,Call of Duty: Ghosts,X360,61,443350,2443732,Europe,40061.18033
2007,Imagine: Babyz,DS,9,358987,358987,Europe,39887.44444
2011,ABBA: You Can Dance,Wii,6,239098,239098,Europe,39849.66667
2015,Until Dawn,PS4,19,756635,756635,Europe,39822.89474
2010,Red Dead Redemption,PS3,33,1309028,1309028,Europe,39667.51515
2012,Farming Simulator 2013,PC,10,396266,396266,Europe,39626.6
2012,WWE '13,PS3,9,356224,356224,Europe,39580.44444
2015,Forza Motorsport 6,XOne,16,633088,633088,Europe,39568
2007,FIFA Soccer 08,X360,14,553468,553467,Europe,39533.35714
2012,Battlefield 3,PS3,62,716826,2450717,Europe,39527.69355
2014,Destiny,XOne,17,671696,671696,Europe,39511.52941
2009,The Sims 3,PC,31,1223662,1223660,Europe,39472.90323
